"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"I3ED2UXI","journalArticle","2025","Fleury, Emmanuelle; Pignol, Jean Philippe; Kiliç, Emine; van Rij, Caroline; Naus, Nicole; Yavuzyigitoglu, Serdar; den Toom, Wilhelm; Zolnay, Andras; Spruijt, Kees; van Vulpen, Marco; Trnková, Petra; Hoogeman, Mischa","Stereotactic radiation therapy or protons for uveal melanoma patients? An artificial intelligence (AI)-based clinical treatment decision-making tool predicting doses to radiation therapy constraints","International Journal of Radiation Oncology Biology Physics","","03603016","10.1016/j.ijrobp.2025.06.3867","","Purpose: For ocular melanoma, selecting between stereotactic radiation therapy (SRT) and protons requires a lengthy plan comparison process. The purpose of this brief report is to describe an artificial intelligence (AI) decision-making tool to predict dosimetric and clinical outcomes based on easy-to-access tumor characteristics. Methods and Materials: The AI tool was based on a retrospective database of 66 patients with uveal melanoma treated in a single center with robotic SRT. A supervised machine learning model was developed to correlate the risk of toxicity for each radiation modality and clinical features. Clinical toxicity risks were built in various profiles: Profile I for maculopathy, optic-neuropathy, and visual acuity deterioration; Profile II for neovascular glaucoma; Profile III for radiation-induced retinopathy; and Profile IV for dry-eye syndrome. Results: Machine learning-based toxicity prediction accuracy for selecting the correct treatment modality was 81%, 77%, 91%, and 93% for Profiles I, II, III, and IV, respectively. Conclusion: The study shows that a machine learning method based on easy-to-access clinical characteristics can predict which toxicity would be greater with SRT or protons. This AI tool could support patients in making informed treatment decisions in an ophthalmology clinic, without the lengthy wait for computed tomographic simulation results and extensive plan comparisons.","2025","2025-12-15 17:38:54","2025-12-15 17:38:54","","1159-1164","","4","123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3A2YICS","journalArticle","2025","Roach, Mack; Zhang, Jingbin; Mohamad, Osama; Van Der Wal, Douwe; Simko, Jeffry P.; Devries, Sandy; Huang, Huei Chung; Joun, Songwan; Schaeffer, Edward M.; Morgan, Todd M.; Keim-Malpass, Jessica; Chen, Emmalyn; Yamashita, Rikiya; Monson, Jedidiah M.; Naz, Farah; Wallace, James; Bahary, Jean Paul; Wilke, Derek; Batra, Sonny; Biedermann, Gregory B.; Faria, Sergio; Hwang, Lindsay; Sandler, Howard M.; Spratt, Daniel E.; Pugh, Stephanie L.; Esteva, Andre; Tran, Phuoc T.; Feng, Felix Y.","Assessing algorithmic fairness with a multimodal artificial intelligence model in men of african and non-african origin on NRG oncology prostate cancer phase III trials","JCO Clinical Cancer Informatics","","","10.1200/CCI-24-00284","","PURPOSE Artificial intelligence (AI) tools could improve clinical decision making or exacerbate inequities because of bias. African American (AA) men reportedly have a worse prognosis for prostate cancer (PCa) and are underrepresented in the development genomic biomarkers. We assess the generalizability of tools developed using a multimodal AI (MMAI) deep learning system using digital histopathology and clinical data from NRG/Radiation Therapy Oncology Group PCa trials across racial subgroups.METHODS In total, 5,708 patients from five randomized phase III trials were included. Two MMAI algorithms were evaluated: (1) the distant metastasis (DM) MMAI model optimized to predict risk of DM, and (2) the PCa-specific mortality (PCSM) MMAI model optimized to focus on prediction death in the presence of DM (DDM). The prognostic performance of the MMAI algorithms was evaluated in AA and non-AA subgroups using time to DM (primary end point) and time to DDM (secondary end point). Exploratory end points included time to biochemical failure and overall survival with Fine-Gray or Cox proportional hazards models. Cumulative incidence estimates were computed for time-to-event end points and compared using Gray's test.RESULTSThere were 948 (16.6%) AA patients, 4,731 non-AA patients (82.9%), and 29 (0.5%) patients with unknown or missing race status. The DM-MMAI algorithm showed a strong prognostic signal for DM in the AA (subdistribution hazard ratio [sHR], 1.2 [95% CI, 1.0 to 1.3]; P =.007) and non-AA subgroups (sHR, 1.4 [95% CI, 1.3 to 1.5]; P ¡.001). Similarly, the PCSM-MMAI score showed a strong prognostic signal for DDM in both AA (sHR, 1.3 [95% CI, 1.1 to 1.5]; P =.001) and non-AA subgroups (sHR, 1.5 [95% CI, 1.4 to 1.6]; P ¡.001), with similar distributions of risk.CONCLUSION Using cooperative group data sets with a racially diverse population, the MMAI algorithm performed well across racial subgroups without evidence of algorithmic bias.","2025","2025-12-15 17:38:54","2025-12-15 17:38:54","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQHWGNUY","journalArticle","2022","Mo, Allen; Velten, Christian; Jiang, Julie M.; Tang, Justin; Ohri, Nitin; Kalnicki, Shalom; Mirhaji, Parsa; Nemoto, Kei; Aasman, Boudewijn; Garg, Madhur; Guha, Chandan; Brodin, N. Patrik; Kabarriti, Rafi","Improving adjuvant liver-directed treatment recommendations for unresectable hepatocellular carcinoma: An artificial intelligence-based decision-making tool","JCO Clinical Cancer Informatics","","","10.1200/CCI.22.00024","","PURPOSELiver-directed therapy after transarterial chemoembolization (TACE) can lead to improvement in survival for selected patients with unresectable hepatocellular carcinoma (HCC). However, there is uncertainty in the appropriate application and modality of therapy in current clinical practice guidelines. The aim of this study was to develop a proof-of-concept, machine learning (ML) model for treatment recommendation in patients previously treated with TACE and select patients who might benefit from additional treatment with combination stereotactic body radiotherapy (SBRT) or radiofrequency ablation (RFA).METHODSThis retrospective observational study was based on data from an urban, academic hospital system selecting for patients diagnosed with stage I-III HCC from January 1, 2008, to December 31, 2018, treated with TACE, followed by adjuvant RFA, SBRT, or no additional liver-directed modality. A feedforward, ML ensemble model provided a treatment recommendation on the basis of pairwise assessments evaluating each potential treatment option and estimated benefit in survival.RESULTSTwo hundred thirty-seven patients met inclusion criteria, of whom 54 (23%) and 49 (21%) received combination of TACE and SBRT or TACE and RFA, respectively. The ML model suggested a different consolidative modality in 32.7% of cases among patients who had previously received combination treatment. Patients treated in concordance with model recommendations had significant improvement in progression-free survival (hazard ratio 0.5; P =.007). The most important features for model prediction were cause of cirrhosis, stage of disease, and albumin-bilirubin grade (a measure of liver function).CONCLUSIONIn this proof-of-concept study, an ensemble ML model was able to provide treatment recommendations for HCC who had undergone prior TACE. Additional treatment in line with model recommendations was associated with significant improvement in progression-free survival, suggesting a potential benefit for ML-guided medical decision making.","2022","2025-12-15 17:38:54","2025-12-15 17:38:54","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DG9FESZT","journalArticle","2024","Sarangi, Pradosh Kumar; Datta, Suvrankar; Swarup, M. Sarthak; Panda, Swaha; Kumar Nayak, Debasish Swapnesh; Malik, Archana; Datta, Ananda; Mondal, Himel","Radiologic decision-making for imaging in pulmonary embolism: Accuracy and reliability of large language models—bing, claude, ChatGPT, and perplexity","Indian Journal of Radiology and Imaging","","09713026","10.1055/s-0044-1787974","","Background Artificial intelligence chatbots have demonstrated potential to enhance clinical decision-making and streamline health care workflows, potentially alleviating administrative burdens. However, the contribution of AI chatbots to radiologic decision-making for clinical scenarios remains insufficiently explored. This study evaluates the accuracy and reliability of four prominent Large Language Models (LLMs)—Microsoft Bing, Claude, ChatGPT 3.5, and Perplexity—in offering clinical decision support for initial imaging for suspected pulmonary embolism (PE). Methods Open-ended (OE) and select-all-that-apply (SATA) questions were crafted, covering four variants of case scenarios of PE in-line with the American College of Radiology Appropriateness Criteria. These questions were presented to the LLMs by three radiologists from diverse geographical regions and setups. The responses were evaluated based on established scoring criteria, with a maximum achievable score of 2 points for OE responses and 1 point for each correct answer in SATA questions. To enable comparative analysis, scores were normalized (score divided by the maximum achievable score). Result In OE questions, Perplexity achieved the highest accuracy (0.83), while Claude had the lowest (0.58), with Bing and ChatGPT each scoring 0.75. For SATA questions, Bing led with an accuracy of 0.96, Perplexity was the lowest at 0.56, and both Claude and ChatGPT scored 0.6. Overall, OE questions saw higher scores (0.73) compared to SATA (0.68). There is poor agreement among radiologists’ scores for OE (Intraclass Correlation Coefficient [ICC] = -0.067, p = 0.54), while there is strong agreement for SATA (ICC = 0.875, p ¡ 0.001). Conclusion The study revealed variations in accuracy across LLMs for both OE and SATA questions. Perplexity showed superior performance in OE questions, while Bing excelled in SATA questions. OE queries yielded better overall results. The current inconsistencies in LLM accuracy highlight the importance of further refinement before these tools can be reliably integrated into clinical practice, with a need for additional LLM fine-tuning and judicious selection by radiologists to achieve consistent and reliable support for decision-making.","2024","2025-12-15 17:38:54","2025-12-15 17:38:54","","653-660","","4","34","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/YVJFM62F/Sarangi et al. - 2024 - Radiologic decision-making for imaging in pulmonary embolism Accuracy and reliability of large lang.pdf","","large language model; chatgpt; american college of radiology appropriateness criteria; bing; claude; perplexity; pulmonary embolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IMQRF8K","journalArticle","2022","Du, Wenjiao; Ye, Qizheng; Yuan, Zhe; Li, Chenmeng","Temperature rise identification method on fitting based on visible image and machine learning","Gaoya Dianqi High Voltage Apparatus","","10011609","10.13296/j.1001-1609.hva.2022.10.029","","The temperature measurement technology based on light radiation generally works in the infrared band with strong thermal radiation. Although the temperature measurement technology based on light reflection can work in the visible band, yet the present application conditions are limited to the normal incident single wavelength visible light source in the dark environment, and it is difficult for power equipment to use this technology when working under the sunshine. In this paper, through digital image processing technology and machine learning method, the thermally modulated light reflection technology is extended to the case without needing normal incidence and fixed light source, and the identification of surface temperature rise of electrical fitting at normal temperature is achieved by using sunlight.In the sunlight, we used three kinds of mobile phones to take photos and established 4 500 image libraries of one kind of fitting for 110 kV transmission line with different sunlight environments (there are three kinds of sunlight illumination at each temperature), and 1 500 image libraries of each of three kinds of fittings (one kind of sunlight illumination at each temperature), extracted the three primary colours gray frequency distribution (RGB-GLH) of each photo as the feature quantity, and established the identification model of surface temperature through such four machine learning methods as support vector machine, decision tree method, gradient lifting method and k-nearest neighbor method. The cross-validation results show that the k-nearest neighbor method is optimal, and the mean absolute error is suitable for identifying the temperature rise of faults of general fitting. Based on the electromagnetic characteristics of materials and in accordance with the reflection law of electromagnetic wave, the principle of thermal modulated light reflection temperature rise identification technology in sunlight and the basis of using machine learning method to process big data matrix are also discussed.","2022","2025-12-15 17:38:54","2025-12-15 17:38:54","","221-229","","10","58","","","","","","","","","","","","","","","","","","","","","machine learning method; temperature measurement of thermally modulated reflected light; temperature rise and state identification; visible image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75TFB3LL","journalArticle","2025","Alizade-Harakiyan, Mostafa; Khodaei, Amin; Yousefi, Ali; Zamani, Hamed; Mesbahi, Asghar","Decision tree-based machine learning algorithm for prediction of acute radiation esophagitis","Biochemistry and Biophysics Reports","","","10.1016/j.bbrep.2025.101991","","Background: Radiation-induced esophagitis remains a significant challenge in thoracic and neck cancer treatment, impacting patient quality of life and potentially limiting therapeutic efficacy. This study aimed to develop and validate a decision tree-based model for predicting acute esophagitis grades in patients undergoing chemoradiotherapy. Methods: Data from 100 patients receiving thoracic and neck radiotherapy were analyzed. The dataset comprised 33 features, including demographic, clinical, and dosimetric parameters. A decision tree classifier was implemented for both binary (Grade ≥2 vs. ¡2) and multi-class (Grades 1, 2, and 3) classification. Model performance was evaluated using standard metrics including accuracy, precision, recall, and F1-score. Results: The binary classification model achieved 97 % accuracy in distinguishing acute esophagitis. The multi-class model demonstrated 98 % accuracy in predicting specific grades. Key predictive features included V40 (volume receiving 40 Gy), V60, and average esophageal dose. The model generated interpretable decision rules, with V60 ≥ 2.3 strongly indicating Grade 3 esophagitis. Conclusions: The decision tree model demonstrates high accuracy in predicting radiation-induced esophagitis grades while maintaining clinical interpretability. This approach offers potential for treatment optimization and personalized risk assessment in radiotherapy planning. The model's transparency and reliability make it a promising tool for clinical decision support in radiation oncology.","2025","2025-12-15 17:38:54","2025-12-15 17:38:54","","","","","42","","","","","","","","","","","","","","","","","","","","","machine learning; predictive modeling; decision tree classifier; radiation-induced esophagitis; radiotherapy; treatment planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MV63XE3P","journalArticle","2022","Bitterman, Danielle S.; Selesnick, Philip; Bredfeldt, Jeremy; Williams, Christopher L.; Guthier, Christian; Huynh, Elizabeth; Kozono, David E.; Lewis, John H.; Cormack, Robert A.; Carpenter, Colin M.; Mak, Raymond H.; Atkins, Katelyn M.","Dosimetric planning tradeoffs to reduce heart dose using machine learning-guided decision support software in patients with lung cancer","International Journal of Radiation Oncology Biology Physics","","03603016","10.1016/j.ijrobp.2021.11.009","","Purpose: Cardiac toxicity is a well-recognized risk after radiation therapy (RT) in patients with non-small cell lung cancer (NSCLC). However, the extent to which treatment planning optimization can reduce mean heart dose (MHD) without untoward increases in lung dose is unknown. Methods and Materials: Retrospective analysis of RT plans from 353 consecutive patients with locally advanced NSCLC treated with intensity modulated RT (IMRT) or 3-dimensional conformal RT. Commercially available machine learning-guided clinical decision support software was used to match RT plans. A leave-one-out predictive model was used to examine lung dosimetric tradeoffs necessary to achieve a MHD reduction. Results: Of all 232 patients, 91 patients (39%) had RT plan matches showing potential MHD reductions of ¿4 to 8 Gy without violating the upper limit of lung dose constraints (lung volume [V] receiving 20 Gy (V20 Gy) ¡37%, V5 Gy ¡70%, and mean lung dose [MLD] ¡20 Gy). When switching to IMRT, 75 of 103 patients (72.8%) had plan matches demonstrating improved MHD (average 2.0 Gy reduction, P ¡ .0001) without violating lung constraints. Examining specific lung dose tradeoffs, a mean ≥3.7 Gy MHD reduction was achieved with corresponding absolute increases in lung V20 Gy, V5 Gy, and MLD of 3.3%, 5.0%, and 1.0 Gy, respectively. Conclusions: Nearly 40% of RT plans overall, and 73% when switched to IMRT, were predicted to have reductions in MHD ¿4 Gy with potentially clinically acceptable tradeoffs in lung dose. These observations demonstrate that decision support software for optimizing heart-lung dosimetric tradeoffs is feasible and may identify patients who might benefit most from more advanced RT technologies.","2022","2025-12-15 17:38:54","2025-12-15 17:38:54","","996-1003","","4","112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3D3RK97H","journalArticle","2019","Fuse, Kyoko; Uemura, Shun; Tamura, Suguru; Suwabe, Tatsuya; Katagiri, Takayuki; Tanaka, Tomoyuki; Ushiki, Takashi; Shibasaki, Yasuhiko; Sato, Naoko; Yano, Toshio; Kuroha, Takashi; Hashimoto, Shigeo; Furukawa, Tatsuo; Narita, Miwako; Sone, Hirohito; Masuko, Masayoshi","Patient-based prediction algorithm of relapse after allo-HSCT for acute Leukemia and its usefulness in the decision-making process using a machine learning approach","Cancer Medicine","","","10.1002/cam4.2401","","Although allogeneic hematopoietic stem cell transplantation (allo-HSCT) is a curative therapy for high-risk acute leukemia (AL), some patients still relapse. Since patients simultaneously have many prognostic factors, difficulties are associated with the construction of a patient-based prediction algorithm of relapse. The alternating decision tree (ADTree) is a successful classification method that combines decision trees with the predictive accuracy of boosting. It is a component of machine learning (ML) and has the capacity to simultaneously analyze multiple factors. Using ADTree, we attempted to construct a prediction model of leukemia relapse within 1 year of transplantation. With the model of training data (n = 148), prediction accuracy, the AUC of ROC, and the κ-statistic value were 78.4%, 0.746, and 0.508, respectively. The false positive rate (FPR) of the relapse prediction was as low as 0.134. In an evaluation of the model with validation data (n = 69), prediction accuracy, AUC, and FPR of the relapse prediction were similar at 71.0%, 0.667, and 0.216, respectively. These results suggest that the model is generalized and highly accurate. Furthermore, the output of ADTree may visualize the branch point of treatment. For example, the selection of donor types resulted in different relapse predictions. Therefore, clinicians may change treatment options by referring to the model, thereby improving outcomes. The present results indicate that ML, such as ADTree, will contribute to the decision-making process in the diversified allo-HSCT field and be useful for preventing the relapse of leukemia.","2019","2025-12-15 17:38:54","2025-12-15 17:38:54","","5058-5067","","11","8","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/WZ6T7XK9/Fuse et al. - 2019 - Patient-based prediction algorithm of relapse after allo-HSCT for acute Leukemia and its usefulness.pdf","","machine learning; acute leukemia; allogeneic hematopoietic stem cell transplantation; patient-based prediction; relapse posttransplantation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EP3PU7WY","journalArticle","2024","Fenn, Brian P.; Karhade, Aditya V.; Groot, Olivier Q.; Collins, Austin K.; Balboni, Tracy A.; Oh, Kevin S.; Ferrone, Marco L.; Schwab, Joseph H.","Survival in patients with spinal metastatic disease treated nonoperatively with radiotherapy: Are the SORG-ML algorithms relevant?","Clinical Spine Surgery","","23800186","10.1097/BSD.0000000000001575","","Background Data: The SORG-ML algorithms for survival in spinal metastatic disease were developed in patients who underwent surgery and were externally validated for patients managed operatively. Objective: To externally validate the SORG-ML algorithms for survival in spinal metastatic disease in patients managed nonoperatively with radiation. Study Design: Retrospective cohort. Methods: The performance of the SORG-ML algorithms was assessed by discrimination [receiver operating curves and area under the receiver operating curve (AUC)], calibration (calibration plots), decision curve analysis, and overall performance (Brier score). The primary outcomes were 90-day and 1-year mortality. Results: Overall, 2074 adult patients underwent radiation for spinal metastatic disease and 29% (n=521) and 59% (n=917) had 90-day and 1-year mortality, respectively. On complete case analysis (n=415), the AUC was 0.76 (95% CI: 0.71-0.80) and 0.78 (95% CI: 0.73-0.83) for 90-day and 1-year mortality with fair calibration and positive net benefit confirmed by the decision curve analysis. With multiple imputation (n=2074), the AUC was 0.85 (95% CI: 0.83-0.87) and 0.87 (95% CI: 0.85-0.89) for 90-day and 1-year mortality with fair calibration and positive net benefit confirmed by the decision curve analysis. Conclusion: The SORG-ML algorithms for survival in spinal metastatic disease generalize well to patients managed nonoperatively with radiation.","2024","2025-12-15 17:38:54","2025-12-15 17:38:54","","E290-E296","","7","37","","","","","","","","","","","","","","","","","","","","","machine learning; artificial intelligence; validation; oncology; metastasis; nonoperative; radiation; spine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B259YWSR","journalArticle","2025","Jiang, Ke xin; Liu, Wen yan; Xu, Yang; Li, Kun hua; Wen, Fang; Zhou, Rong; Xiang, Shi lan; Guo, Da jing; Chen, Tian wu; Wang, Xiao lin","Machine learning model to predict iodine contrast media-related acute adverse reaction in patients without a similar history for enhanced CT","Current Medical Imaging","","15734056","10.2174/0115734056436322251022040623","","Introduction: The objective is to develop and compare risk prediction models for Iodine Contrast Media (ICM)-related Acute Adverse Reactions (AAR) in patients without a prior history of such reactions, and to construct a nomogram based on the superior model. Methods: 546 patients without a history of ICM-related AAR who underwent ICM administration during CT contrast-enhanced scan were retrospectively enrolled, and divided into training (n=234), test (n=101), and external validation (n=211) sets. Clinical, medication information, and environmental factors were collected. Features were selected by univariate logistical analysis and least absolute shrinkage and selection operator, and four Machine Learning (ML) models, including Logistic Regression (LR), decision tree, k-nearst neighbors and linear support vector classification were used to construct ICM-related AAR risk prediction models were developed and evaluated using AUC, accuracy and F1 score. A nomogram was constructed based on the superior model. Results: History of ICM exposure and allergy due to other factors, hypertension, type of ICMs, ICM dose, oral metformin, hyperglycaemia, and glomerular filtration rate were selected for modeling (all p ¡ 0.05). The LR model demonstrated superior performance, with AUCs of 0.894 (test set) and 0.814 (external validation), and was used to construct a clinically applicable nomogram. Discussion: The LR-based model effectively predicts ICM-related AAR risk using readily available clinical variables. It offers a practical tool for identifying high-risk patients prior to ICM administration, facilitating preventive measures. Conclusion: LR can predict the risk of ICM-related AAR well in patients without a history of ICM-related AAR, and the corresponding nomogram is provided.","2025","2025-12-15 17:38:54","2025-12-15 17:38:54","","","","","21","","","","","","","","","","","","","","","","","","","","","machine learning; risk prediction; computed tomography; adverse drug reactions; acute adverse reaction; iodine contrast media","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5QPAZGI","journalArticle","2020","Najla, Mehyar; Mach, Pavel; Becvar, Zdenek","Deep learning for selection between RF and VLC bands in device-to-device communication","IEEE Wireless Communications Letters","","21622337","10.1109/LWC.2020.3003786","","This letter focuses on the selection between radio frequency (RF) and visible light communications (VLC) bands for users exchanging data directly with each other via device-to-device (D2D) communication. We target to maximize the energy efficiency of D2D communication while the outage is minimized. Since the VLC channel can vary quickly due to the possible changes in irradiance and incidence angles, we aim to reach a quick band selection decision in a multi-user scenario based only on the knowledge of the received power and sum interference from all D2D transmitters at the individual D2D receivers. The proposed solution is based on a deep neural network making an initial band selection decision. Then, based on the DNN's output, a fast heuristic algorithm is proposed to further improve the band selection decision. The results show that the proposal reaches a close-to-optimal performance and outperforms the existing solutions in complexity, outage ratio, and energy efficiency.","2020","2025-12-15 17:38:54","2025-12-15 17:38:54","","1763-1767","","10","9","","","","","","","","","","","","","","","","","","","","","deep neural networks; band selection; visible light communications; device-to-device","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UBDDHR7","journalArticle","2022","Thomas, Christopher; Dregely, Isabel; Oksuz, Ilkay; Guerrero Urbano, Teresa; Greener, Tony; King, Andrew P.; Barrington, Sally F.","Neural network dose prediction for rectal spacer stratification in dose-escalated prostate radiotherapy","Medical Physics","","00942405","10.1002/mp.15575","","Purpose: To develop a knowledge-based decision-support system capable of stratifying patients for rectal spacer (RS) insertion based on neural network predicted rectal dose, reducing the need for time- and resource-intensive radiotherapy (RT) planning. Methods: Forty-four patients treated for prostate cancer were enrolled into a clinical trial (NCT03238170). Dose-escalated prostate RT plans were manually created for 30 patients with simulated boost volumes using a conventional treatment planning system (TPS) and used to train a hierarchically dense 3D convolutional neural network to rapidly predict RT dose distributions. The network was used to predict rectal doses for 14 unseen test patients, with associated toxicity risks calculated according to published data. All metrics obtained using the network were compared to conventionally planned values. Results: The neural network stratified patients with an accuracy of 100% based on optimal rectal dose–volume histogram constraints and 78.6% based on mandatory constraints. The network predicted dose-derived grade 2 rectal bleeding risk within 95% confidence limits of -1.9% to +1.7% of conventional risk estimates (risk range 3.5%–9.9%) and late grade 2 fecal incontinence risk within -0.8% to +1.5% (risk range 2.3%–5.7%). Prediction of high-resolution 3D dose distributions took 0.7 s. Conclusions: The feasibility of using a neural network to provide rapid decision support for RS insertion prior to RT has been demonstrated, and the potential for time and resource savings highlighted. Directly after target and healthy tissue delineation, the network is able to (i) risk stratify most patients with a high degree of accuracy to prioritize which patients would likely derive greatest benefit from RS insertion and (ii) identify patients close to the stratification threshold who would require conventional planning.","2022","2025-12-15 17:38:54","2025-12-15 17:38:54","","2172-2182","","4","49","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/ZK5VZVC3/Thomas et al. - 2022 - Neural network dose prediction for rectal spacer stratification in dose-escalated prostate radiother.pdf","","dose prediction; prostate radiotherapy; rectal spacer; rectal toxicity; stratify","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIL2CJG9","journalArticle","2020","Chung, Sarita; Baum, Carl R.; Nyquist, Ann Christine; Krug, Steven E.; Fagbuyi, Daniel B.; Fisher, Margaret C.; Needle, Scott; Schonfeld, David J.; Lowry, Jennifer Ann; Ahdoot, Samantha; Bernstein, Aaron S.; Bole, Aparna; Byron, Lori G.; Landrigan, Philip J.; Marcus, Steven M.; Pacheco, Susan E.; Spanier, Adam J.; Woolf, Alan D.; Maldonado, Yvonne A.; Zaoutis, Theoklis E.; Banerjee, Ritu; Barnett, Elizabeth D.; Campbell, James D.; Gerber, Jeffrey S.; Kourtis, Athena P.; Lynfield, Ruth; Munoz, Flor M.; Nolt, Dawn; O'Leary, Sean T.; Sawyer, Mark H.; Steinbach, William J.; Tan, Tina Q.","Chemical-biological terrorism and its impact on children","Pediatrics","","00314005","10.1542/peds.2019-3750","","Children are potential victims of chemical or biological terrorism. In recent years, children have been victims of terrorist acts such as the chemical attacks (2017-2018) in Syria. Consequently, it is necessary to prepare for and respond to the needs of children after a chemical or biological attack. A broad range of public health initiatives have occurred since the terrorist attacks of September 11, 2001. However, in many cases, these initiatives have not ensured the protection of children. Since 2001, public health preparedness has broadened to an all-hazards approach, in which response plans for terrorism are blended with those for unintentional disasters or outbreaks (eg, natural events such as earthquakes or pandemic influenza or man-made catastrophes such as a hazardous-materials spill). In response to new principles and programs that have evolved over the last decade, this technical report supports the accompanying update of the American Academy of Pediatrics 2006 policy statement “Chemical-Biological Terrorism and its Impact on Children.” The roles of the pediatrician and public health agencies continue to evolve, and only their coordinated readiness and response efforts will ensure that the medical and mental health needs of children will be met successfully. In this document, we will address chemical and biological incidents. Radiation disasters are addressed separately.","2020","2025-12-15 17:38:54","2025-12-15 17:38:54","","","","2","145","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/837RYE63/Chung et al. - 2020 - Chemical-biological terrorism and its impact on children.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZSGB7L3","journalArticle","2022","Hytönen, Roni; Vergeer, Marije R.; Vanderstraeten, Reynald; Koponen, Timo K.; Smith, Christel; Verbakel, Wilko F.A.R.","Fast, automated, knowledge-based treatment planning for selecting patients for proton therapy based on normal tissue complication probabilities","Advances in Radiation Oncology","","","10.1016/j.adro.2022.100903","","Purpose: Selecting patients who will benefit from proton therapy is laborious and subjective. We demonstrate a novel automated solution for creating high-quality knowledge-based plans (KBPs) using proton and photon beams to identify patients for proton treatment based on their normal tissue complication probabilities (NTCP). Methods and Materials: Two previously validated RapidPlan PT models for locally advanced head and neck cancer were used in combination with scripting to automatically create proton and photon KBPs for 72 patients with recent oropharynx cancer. NTCPs were calculated for each patient based on the KBPs, and patient selection was simulated according to the current Dutch national protocol. Results: The photon/proton KBP exhibited good correlation between predicted and achieved organ-at-risk mean doses, with a ≤5 Gy difference in 208/196 out of 215 structures relevant for the head and neck cancer NTCP model. The proton KBPs yielded on average 7.1/6.1/7.6 Gy lower dose to salivary/swallowing structures/oral cavity than the photon KBPs. This reduced average grade 2/3 dysphagia and xerostomia by 7.1/3.3 and 5.5/2.0 percentage points, resulting in 16 of 72 patients (22%) being indicated for proton treatment. The entire automated process took ¡30 minutes per patient. Conclusions: Automated support for decision making using KBP is feasible and fast. The planning solution has potential to speed up the planning and patient-selection process significantly without major compromises to the plan quality.","2022","2025-12-15 17:38:54","2025-12-15 17:38:54","","","","4","7","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/DZCRZ49Z/Hytönen et al. - 2022 - Fast, automated, knowledge-based treatment planning for selecting patients for proton therapy based.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
